No.,Audited, Net Size (m) ,Water Body Abv.,Water Body,Collection Date,Process Date,Sample Time, Depth (m) , Count ,Station,Sample Label,Sample Type,Sample No., Length (mm) ,Gender,Comments
754,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 12, 2014",23:06, 50.0 , 34 ,DIL-5,DIL_MYS_072014-011,PF,30, 5.394 ,J,
755,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 12, 2014",23:06, 50.0 , 34 ,DIL-5,DIL_MYS_072014-011,PF,31, 14.769 ,M1,
756,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 12, 2014",23:06, 50.0 , 34 ,DIL-5,DIL_MYS_072014-011,PF,32, 6.129 ,J,
757,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 12, 2014",23:06, 50.0 , 34 ,DIL-5,DIL_MYS_072014-011,PF,33, 5.911 ,J,
758,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 12, 2014",23:06, 50.0 , 34 ,DIL-5,DIL_MYS_072014-011,PF,34, 6.423 ,J,
759,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,1, 5.993 ,J,
760,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,2, 8.121 ,J,
761,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,3, 15.129 ,U,
762,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,4, 16.733 ,M1,
763,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,5, 8.577 ,J,
764,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,6, 14.095 ,U,
765,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,7, 7.134 ,J,
766,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,8, 5.556 ,J,
767,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,9, 14.340 ,M1,
768,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,10, 14.969 ,M1,
769,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,11, 16.063 ,M1,
770,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,12, 16.600 ,M1,
771,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,13, 7.332 ,J,
772,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,14, 6.221 ,J,
773,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,15, 6.779 ,J,
774,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,16, 17.504 ,M1,
775,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,17, 5.757 ,J,
776,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,18, 5.703 ,J,
777,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,19, 6.863 ,J,
778,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,20, 7.706 ,J,
779,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,21, 16.394 ,F1,
780,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,22, 5.806 ,J,
781,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,23, 6.515 ,J,
782,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,24, 6.355 ,J,
783,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,25, 9.928 ,J,
784,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,26, 7.212 ,J,
785,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,27, 13.859 ,U,
786,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,28, 12.071 ,M1,
787,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,29, 16.905 ,M1,
788,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,30, 14.250 ,F1,
789,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,31, 14.236 ,F1,
790,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,32, 5.570 ,J,
791,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,33, 6.063 ,J,
792,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,34, 15.187 ,U,
793,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,35, 4.933 ,J,
794,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,36, 5.864 ,J,
795,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,37, 15.455 ,M1,
796,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,38, 14.354 ,F1,
797,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,39, 14.770 ,M1,
798,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,40, 6.393 ,J,
799,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,41, 8.783 ,J,
800,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,42, 8.585 ,J,
801,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,43, 8.163 ,J,
802,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,44, 8.283 ,J,
803,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,45, 5.714 ,J,
804,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,46, 18.600 ,F1,
805,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,47, 4.879 ,J,
806,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,48, 5.882 ,J,
807,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,49, 5.963 ,J,
808,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,50, 5.027 ,J,
809,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,51, 7.605 , J ,
810,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,52, 7.346 , J ,
811,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,53, 18.717 , F1 ,
812,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,54, 11.751 , F1 ,
813,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,55, 15.330 , M1 ,
814,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,56, 16.468 , F1 ,
815,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,57, 15.983 , M1 ,
816,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,58, 17.063 , F1 ,
817,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,59, 16.523 , F1 ,
818,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,60, 5.845 , J ,
819,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,61, 13.308 , M1 ,
820,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,62, 5.162 , J ,
821,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,63, 6.706 , J ,
822,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,64, 4.454 , J ,
823,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,65, 12.524 , U ,
824,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,66, 13.463 , M1 ,
825,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,67, 8.308 , J ,
826,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,68, 12.136 , M1 ,
827,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,69, 5.149 , J ,
828,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,70, 13.919 , M1 ,
829,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,71, 15.810 , M1 ,
830,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,72, 5.204 , J ,
831,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,73, 9.641 , J ,
832,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,74, 19.507 , F1 ,
833,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,75, 9.916 , J ,
834,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,76, 15.017 ,M1,
835,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,77, 16.075 ,M1,
836,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,78, 7.348 ,J,
837,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,79, 7.034 ,J,
838,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,80, 14.214 ,M1,
839,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,81, 7.283 ,J,
840,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,82, 16.099 ,F1,
841,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,83, 8.028 ,J,
842,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,84, 14.667 ,F1,
843,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,85, 6.166 ,J,
844,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,86, 6.543 ,J,
845,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,87, 14.833 ,F1,
846,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,88, 15.182 ,M1,
847,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,89, 7.737 ,J,
848,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,90, 10.852 ,U,
849,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,91, 5.504 ,J,
850,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,92, 14.774 ,M1,
851,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,93, 6.554 ,J,
852,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,94, 14.427 ,M1,
853,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,95, 6.012 ,J,
854,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,96, 6.141 ,J,
855,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,97, 13.504 ,M1,
856,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,98, 7.365 ,J,
857,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,99, 13.967 ,U,
858,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,100, 7.276 ,J,
859,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,101, 7.050 ,J,
860,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,102, 4.978 ,J,
861,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,103, 7.954 ,J,
862,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,104, 12.133 ,U,
863,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,105, 7.421 ,J,
864,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,106, 9.531 ,J,
865,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,107, 6.796 ,J,
866,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,108, 15.273 ,M1,
867,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,109, 5.399 ,J,
868,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,110, 18.495 ,F1,
869,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,111, 5.465 ,J,
870,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,112, 11.166 ,U,
871,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,113, 14.421 ,M1,
872,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,114, 15.846 ,F1,
873,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,115, 16.483 ,U,
874,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,116, 5.088 ,J,
875,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,117, 13.581 ,M1,
876,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,118, 14.421 ,M1,
877,Yes, 1.0 ,DIL,Dillon Reservoir,"July 20, 2014","September 12, 2014",23:08, 50.0 , 119 ,DIL-5,DIL_MYS_072014-012,PF,119, 5.613 ,J,
878,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,1, 15.740 ,F3,
879,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,2, 7.810 ,J,
880,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,3, 5.296 ,J,
881,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,4, 6.845 ,J,
882,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,5, 15.431 ,M1,
883,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,6, 8.496 ,J,
884,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,7, 6.132 ,J,
885,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,8, 6.426 ,J,
886,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,9, 6.578 ,J,
887,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,10, 6.003 ,J,
888,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,11, 6.199 ,J,
889,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,12, 6.986 ,J,
890,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,13, 7.045 ,J,
891,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,14, 5.088 ,J,
892,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,15, 7.786 ,J,
893,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,16, 15.845 ,F1,
894,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,17, 7.694 ,J,
895,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,18, 6.423 ,J,
896,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,19, 8.082 ,J,
897,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,20, 15.423 ,M1,
898,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,21, 6.601 ,J,
899,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,22, 5.872 ,J,
900,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,23, 6.509 ,J,
901,Yes, 0.5 ,DIL,Dillon Reservoir,"July 20, 2014","August 14, 2014",23:20, 35.3 , 145 ,DIL-4,DIL_MYS_072014-013,PF,24, 6.000 ,J,
